video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence
Ses01F_script01_1_F037.mp4,A,angry,surprised,92,100,[],"The description explicitly indicates a surprised vocal delivery and notes clear, natural audio, supporting a high-confidence detection of 'surprised'.",surprised,0.38375
Ses01F_script01_1_F037.mp4,V,angry,surprised,85,90,[],"The strongest indicator is the pronounced jaw drop, pointing to surprise. Lid tightener supports a tension/alert state, while downturned lip corners and cheek raising introduce ambiguity (negative valence and mixed signals). Overall, the dominant cue is surprise in a calm context.",surprised,0.38375
Ses01F_script01_1_F037.mp4,TAV,angry,surprised,90,85,[],Audio cues indicate surprise; visual cues such as jaw drop and cheek raise support a surprised interpretation while the overall calm demeanor aligns with a non-tensed state. A slight mismatch with lip corner depressor is noted but does not override the primary signal.,surprised,0.38375
Ses01F_impro02_M011.mp4,A,sad,neutral,85,85,['description-based inference (textual summary rather than raw audio)'],"The description points to a monotone, emotionally flat delivery with no evident enthusiasm, which aligns with a neutral emotional state.",neutral,0.8421052631578947
Ses01F_impro02_M011.mp4,V,sad,neutral,85,95,[],"The objective description notes a neutral expression, with microexpressions indicating potential subtle sadness. The dominant reading is neutral, with sadness as a secondary possibility reflected in the AU indicators.",neutral,0.8421052631578947
Ses01F_impro02_M011.mp4,TAV,sad,neutral,90,85,"['multimodal cues show mild inconsistency: audio neutral while some visual cues suggest mild facial tension', 'visual cues include lip corner depressor which can indicate sadness or anger, but objective description notes neutrality']","Integration of transcript, audio delivery, and visual cues points to a neutral emotional state with high confidence; no explicit signs of other emotions.",neutral,0.8421052631578947
Ses01F_impro02_M005.mp4,T,sad,frustrated,85,60,"['text-only transcript', 'no audio or facial cues', 'context limited']","The transcript expresses frustration about another person's acceptance, suggesting frustrated and possibly angry affect. Without audio/visual cues, confidence is moderate.",neutral,0.3911042944785276
Ses01F_impro02_M005.mp4,A,sad,neutral,95,100,[],"The description explicitly states a neutral emotional tone and high-quality, uninterrupted speech, supporting a high-confidence neutral classification.",neutral,0.3911042944785276
Ses01F_impro02_M005.mp4,V,sad,neutral,70,75,"['eyes closed reducing cue availability', 'limited facial action cues due to contemplative pose']","Calm, pensive presentation with closed eyes and clasped lips suggests neutral with a minor hint of sadness from mouth tension.",neutral,0.3911042944785276
Ses01M_script03_1_M003.mp4,T,fearful,neutral,85,60,"['no audio prosody data', 'whispered speech reduces vocal cue clarity', 'no visual context provided']","The transcript suggests reassurance in the face of potential events, indicating a predominately neutral state with minor anxious undertones; however, without audio/visual cues, confidence is limited.",excited,0.30718954248366015
